id,lat,lon,fecha,confianza,evento
0,-14.9981,-68.2446,2019-04-08,68,
1,-14.9995,-68.2556,2019-04-08,82,
2,-14.9978,-68.2508,2019-04-08,83,
3,-14.9994,-68.2624,2019-04-08,49,
4,-14.6448,-68.4988,2019-04-20,77,
5,-14.637,-68.3706,2019-06-08,40,
6,-14.6822,-68.4977,2019-06-09,69,
7,-14.9989,-68.1835,2019-06-11,96,
8,-14.9476,-68.3704,2019-06-22,51,
9,-14.7571,-68.4709,2019-06-23,88,
10,-14.7588,-68.4822,2019-06-23,67,
11,-14.7472,-68.4727,2019-06-23,64,
12,-14.9579,-68.2751,2019-06-29,39,
13,-14.8161,-68.3772,2019-06-30,79,
14,-14.8185,-68.3917,2019-06-30,81,
15,-15.0225,-68.3009,2019-07-08,55,
16,-14.5378,-68.4674,2019-07-10,52,
17,-14.5446,-68.4037,2019-07-11,74,
18,-14.7455,-68.4923,2019-07-20,83,
19,-14.8269,-68.3859,2019-07-29,74,
20,-14.9618,-68.285,2019-08-01,32,
21,-14.6523,-68.4912,2019-08-01,68,
22,-14.6442,-68.6006,2019-08-01,41,
23,-14.6465,-68.6145,2019-08-01,74,
24,-14.6317,-68.3099,2019-08-06,41,
25,-14.718,-68.4721,2019-08-07,61,
26,-14.7195,-68.46,2019-08-07,79,
27,-15.0608,-68.1489,2019-08-07,38,
28,-14.8453,-68.2475,2019-08-07,62,
29,-14.7587,-68.2906,2019-08-07,60,
30,-14.7589,-68.2958,2019-08-07,36,
31,-14.6233,-68.3073,2019-08-07,50,
32,-14.5529,-68.5627,2019-08-07,26,
33,-14.5417,-68.5651,2019-08-07,58,
34,-14.5434,-68.5788,2019-08-07,49,
35,-14.6703,-68.5387,2019-08-09,59,
36,-14.9575,-68.3324,2019-08-09,47,
37,-14.6679,-68.7301,2019-08-10,83,
38,-14.5973,-68.4679,2019-08-10,52,
39,-14.5991,-68.4798,2019-08-10,71,
40,-14.6106,-68.4563,2019-08-12,60,
41,-14.5357,-68.3502,2019-08-16,65,
42,-14.5318,-68.3379,2019-08-16,58,
43,-14.5341,-68.3572,2019-08-16,30,
44,-14.568,-68.8889,2019-08-17,75,
45,-15.2073,-68.1609,2019-08-17,67,
46,-15.0961,-68.3293,2019-08-17,81,
47,-14.5471,-68.3508,2019-08-17,79,
48,-14.5361,-68.3529,2019-08-17,62,
49,-14.7219,-68.307,2019-08-18,88,
50,-15.1362,-68.2136,2019-08-21,96,
51,-14.6602,-68.5538,2019-08-22,38,
52,-15.0351,-68.1605,2019-08-23,25,
53,-14.7813,-68.5098,2019-08-26,47,
54,-15.088,-68.2264,2019-08-28,57,
55,-14.9361,-68.4509,2019-08-28,79,
56,-14.9375,-68.4602,2019-08-28,86,
57,-14.4824,-68.5608,2019-08-28,78,
58,-14.7968,-68.5504,2019-08-30,74,
59,-14.6825,-68.4502,2019-08-30,77,
60,-14.5077,-68.5137,2019-08-30,76,
61,-14.509,-68.5242,2019-08-30,79,
62,-15.1375,-68.3504,2019-08-31,38,
63,-14.7064,-68.3198,2019-08-31,60,
64,-14.7106,-68.3428,2019-08-31,73,
65,-14.7036,-68.326,2019-08-31,75,
66,-14.5559,-68.5829,2019-08-31,79,
67,-14.7066,-68.2985,2019-09-02,35,
68,-14.6956,-68.301,2019-09-02,57,
69,-14.6072,-68.3316,2019-09-06,91,
70,-14.5644,-68.8954,2019-09-06,78,
71,-14.7286,-67.6075,2019-09-15,0,
72,-14.7803,-68.459,2019-09-15,89,
73,-14.7707,-68.4541,2019-09-15,74,
74,-14.7723,-68.4659,2019-09-15,74,
75,-14.6264,-68.6887,2019-09-15,78,
76,-14.5623,-68.4961,2019-09-15,64,
77,-14.4542,-68.5315,2019-09-15,64,
78,-14.6181,-68.6898,2019-09-16,45,
79,-14.6266,-68.6937,2019-09-16,51,
80,-14.5699,-68.6127,2019-09-16,63,
81,-14.3715,-68.5313,2019-09-16,37,
82,-14.3757,-68.5547,2019-09-16,50,
83,-14.9346,-68.3191,2019-09-17,72,
84,-14.8055,-68.3056,2019-09-17,79,
85,-14.841,-68.5144,2019-09-17,91,
86,-14.8433,-68.534,2019-09-17,93,
87,-14.841,-68.521,2019-09-17,98,
88,-14.8434,-68.5409,2019-09-17,79,
89,-14.5843,-68.8705,2019-09-17,90,
90,-14.6219,-68.6862,2019-09-18,30,
91,-14.6233,-68.6955,2019-09-18,71,
92,-14.5513,-68.5973,2019-09-18,66,
93,-14.414,-68.5411,2019-09-18,72,
94,-14.4165,-68.5566,2019-09-18,71,
95,-15.11,-68.221,2019-09-18,79,
96,-15.0327,-68.2357,2019-09-18,91,
97,-15.0351,-68.25,2019-09-18,97,
98,-15.0334,-68.2405,2019-09-18,99,
99,-15.0359,-68.2562,2019-09-18,83,
100,-14.931,-68.4604,2019-09-18,44,
101,-14.9333,-68.4746,2019-09-18,40,
102,-14.826,-68.5135,2019-09-18,72,
103,-14.8284,-68.5281,2019-09-18,62,
104,-14.7735,-68.4868,2019-09-18,58,
105,-14.6641,-68.5137,2019-09-18,70,
106,-14.623,-68.6948,2019-09-18,54,
107,-14.5562,-68.4913,2019-09-18,96,
108,-14.5588,-68.507,2019-09-18,60,
109,-14.5504,-68.6026,2019-09-18,68,
110,-14.5464,-68.4918,2019-09-19,45,
111,-14.564,-68.4706,2019-09-20,86,
112,-14.5654,-68.48,2019-09-20,78,
113,-14.5577,-68.4912,2019-09-20,71,
114,-14.5415,-68.4463,2019-09-20,58,
115,-14.5062,-68.4616,2019-09-20,88,
116,-14.5075,-68.4706,2019-09-20,96,
117,-14.4864,-68.5091,2019-09-20,63,
118,-14.4878,-68.5186,2019-09-20,37,
119,-14.5984,-68.5932,2019-09-24,51,
120,-15.0209,-68.296,2019-09-24,72,
121,-14.9967,-68.1951,2019-09-24,32,
122,-14.9037,-68.5403,2019-09-24,40,
123,-14.8451,-68.2482,2019-09-24,78,
124,-14.847,-68.2642,2019-09-24,72,
125,-14.7466,-67.6271,2019-09-24,28,
126,-14.7399,-67.6214,2019-09-24,57,
127,-14.581,-68.6045,2019-09-24,87,
128,-14.57,-68.6081,2019-09-24,94,
129,-14.4898,-68.5155,2019-09-24,90,
130,-14.4882,-68.5065,2019-09-24,44,
131,-14.4901,-68.5218,2019-09-24,86,
132,-15.1359,-68.2269,2019-09-25,36,
133,-15.1236,-68.2299,2019-09-25,57,
134,-15.089,-68.1045,2019-09-25,49,
135,-14.8365,-68.2477,2019-09-25,58,
136,-14.8397,-68.2662,2019-09-25,27,
137,-14.6839,-68.5043,2019-09-25,86,
138,-14.6871,-68.5231,2019-09-25,81,
139,-14.6123,-68.544,2019-09-25,42,
140,-14.5847,-68.6036,2019-09-25,94,
141,-14.5882,-68.6236,2019-09-25,100,
142,-14.5811,-68.612,2019-09-25,100,
143,-14.466,-68.53,2019-09-25,74,
144,-14.4617,-68.5177,2019-09-25,73,
145,-14.4648,-68.5357,2019-09-25,87,
146,-14.4494,-68.5202,2019-09-25,77,
147,-14.4034,-68.4741,2019-09-25,79,
148,-14.4,-68.4547,2019-09-25,73,
149,-15.0866,-68.2319,2019-09-29,56,
150,-14.3752,-68.5278,2019-09-29,95,
151,-14.3765,-68.537,2019-09-29,66,
152,-15.0903,-68.3299,2019-10-10,49,
153,-15.0909,-68.3352,2019-10-10,48,
154,-15.0074,-68.3014,2019-10-10,64,
155,-14.8844,-68.4174,2019-10-10,68,
156,-14.6603,-68.7285,2019-10-10,74,
157,-14.5392,-68.4882,2019-10-10,91,
158,-14.541,-68.5031,2019-10-10,89,
159,-14.5619,-68.8551,2019-10-10,44,
160,-14.4123,-68.5737,2019-10-10,72,
161,-15.1115,-68.3593,2019-10-11,71,
162,-14.2783,-68.5474,2019-10-12,39,
163,-14.2796,-68.5381,2019-10-12,52,
164,-15.0715,-68.2609,2019-10-12,85,
165,-14.5305,-68.503,2019-10-12,82,
166,-14.5269,-68.5099,2019-10-12,82,
167,-14.7351,-67.6081,2019-10-13,0,
168,-14.7332,-68.3662,2019-10-13,70,
169,-14.735,-68.3778,2019-10-13,71,
170,-14.6201,-68.5626,2019-10-13,29,
171,-15.0072,-68.5042,2019-10-14,77,
172,-13.9942,-68.9462,2019-10-15,61,
173,-14.0684,-68.8815,2019-10-15,75,
174,-15.1492,-68.3278,2019-10-24,81,
175,-15.0645,-68.2463,2019-10-24,81,
176,-15.0659,-68.2559,2019-10-24,69,
177,-14.7493,-67.6196,2019-10-24,71,
178,-14.7402,-67.621,2019-10-24,62,
179,-14.8521,-68.2495,2019-10-26,66,
180,-15.136,-68.3175,2019-10-26,79,
181,-15.1377,-68.3313,2019-10-26,71,
182,-15.1365,-68.3225,2019-10-26,79,
183,-14.812,-68.4691,2019-10-26,57,
184,-14.3043,-68.5427,2019-10-28,47,
185,-14.3017,-68.548,2019-10-28,42,
186,-14.5399,-68.3921,2019-11-05,42,
187,-14.7641,-68.2225,2019-11-19,66,
188,-14.9538,-68.2391,2019-11-20,84,
189,-14.9523,-68.2502,2019-11-20,55,
190,-15.2598,-68.0888,2019-11-20,75,
191,-14.7389,-67.4492,2019-11-20,62,
192,-14.7369,-67.4331,2019-11-20,62,
193,-14.8835,-68.3346,2020-01-10,71,
194,-14.5906,-68.375,2020-01-11,58,
195,-14.5927,-68.3621,2020-01-11,81,
196,-14.7947,-68.4053,2020-04-21,72,
197,-14.8115,-68.2776,2020-04-24,64,
198,-14.8025,-68.279,2020-04-24,77,
199,-14.8583,-68.3128,2020-05-17,30,
200,-14.8729,-68.4103,2020-05-17,60,
201,-14.6699,-68.5352,2020-05-17,67,
202,-14.7451,-68.2365,2020-05-19,33,
203,-14.7469,-68.2341,2020-05-19,65,
204,-14.7483,-68.244,2020-05-19,64,
205,-14.5555,-68.4166,2020-05-26,72,
206,-14.8126,-68.5094,2020-05-28,60,
207,-14.7416,-68.5141,2020-05-28,52,
208,-14.6504,-67.5169,2020-05-30,81,
209,-14.8331,-68.3764,2020-06-11,74,
210,-14.666,-68.3179,2020-06-18,81,
211,-14.298,-68.554,2020-06-18,80,
212,-14.816,-68.395,2020-07-12,79,
213,-14.8176,-68.3847,2020-07-12,72,
214,-14.9677,-68.265,2020-07-13,46,
215,-14.7885,-68.399,2020-07-18,77,
216,-14.73,-68.25,2020-07-18,78,
217,-14.7757,-68.4176,2020-07-19,71,
218,-14.9206,-68.4814,2020-07-20,46,
219,-14.8356,-68.3429,2020-07-20,38,
220,-14.6785,-68.3129,2020-07-26,29,
221,-14.6811,-68.3369,2020-07-26,68,
222,-14.6743,-68.32,2020-07-26,59,
223,-15.1017,-68.2436,2020-07-27,69,
224,-14.5519,-68.4109,2020-07-29,77,
225,-14.8128,-68.2698,2020-08-02,30,
226,-14.7279,-68.3256,2020-08-02,66,
227,-15.1333,-68.2805,2020-08-05,53,
228,-15.0601,-68.2329,2020-08-05,28,
229,-14.9809,-68.3228,2020-08-05,46,
230,-14.9824,-68.3327,2020-08-05,62,
231,-14.9655,-68.3458,2020-08-05,91,
232,-14.5744,-68.4883,2020-08-05,75,
233,-15.0469,-68.3298,2020-08-07,61,
234,-15.0496,-68.3071,2020-08-07,45,
235,-15.0489,-68.3222,2020-08-07,58,
236,-14.9857,-68.3275,2020-08-07,24,
237,-14.8641,-68.3662,2020-08-07,55,
238,-14.8623,-68.5602,2020-08-07,68,
239,-14.7881,-68.5458,2020-08-07,76,
240,-14.7458,-68.3225,2020-08-09,56,
241,-14.2168,-68.0761,2020-08-09,43,
242,-14.5496,-68.494,2020-08-12,51,
243,-14.7819,-68.2752,2020-08-12,44,
244,-14.7703,-68.5669,2020-08-14,63,
245,-14.5567,-68.8727,2020-08-14,63,
246,-14.6141,-68.641,2020-08-15,54,
247,-14.5554,-68.872,2020-08-18,84,
248,-15.0124,-68.1701,2020-08-18,0,
249,-15.0111,-68.1753,2020-08-18,0,
250,-14.6281,-68.3357,2020-08-18,50,
251,-14.8088,-68.1927,2020-08-19,90,
252,-14.5519,-68.877,2020-08-19,20,
253,-14.6998,-68.3953,2020-08-23,53,
254,-14.7553,-68.4237,2020-08-25,57,
255,-15.0831,-68.3647,2020-08-26,75,
256,-15.1105,-68.3663,2020-08-27,77,
257,-15.1042,-68.3474,2020-08-27,68,
258,-14.9869,-68.3328,2020-08-27,30,
259,-14.984,-68.3378,2020-08-27,33,
260,-15.1077,-68.3403,2020-08-27,40,
261,-14.7074,-68.4872,2020-08-28,44,
262,-14.9365,-68.4136,2020-08-29,57,
263,-15.0465,-67.7235,2020-08-30,0,
264,-14.6937,-67.574,2020-08-30,0,
265,-14.9791,-68.2765,2020-09-04,85,
266,-15.0397,-68.1511,2020-09-04,75,
267,-15.0299,-68.309,2020-09-04,46,
268,-15.0321,-68.3228,2020-09-04,58,
269,-14.9368,-68.2274,2020-09-04,91,
270,-14.3436,-68.5506,2020-09-04,68,
271,-14.8862,-68.2459,2020-09-05,81,
272,-14.8848,-68.2552,2020-09-05,28,
273,-14.8772,-68.2444,2020-09-05,24,
274,-14.8521,-68.2885,2020-09-05,89,
275,-14.8507,-68.2977,2020-09-05,60,
276,-14.9292,-68.3158,2020-09-06,62,
277,-14.9306,-68.3255,2020-09-06,78,
278,-14.907,-68.4191,2020-09-06,62,
279,-14.6843,-68.404,2020-09-06,63,
280,-14.5769,-68.4862,2020-09-06,91,
281,-14.5785,-68.4963,2020-09-06,85,
282,-14.2532,-68.5318,2020-09-06,89,
283,-14.2546,-68.5413,2020-09-06,77,
284,-14.242,-68.5832,2020-09-06,56,
285,-15.003,-68.3011,2020-09-09,54,
286,-15.0,-68.3066,2020-09-09,57,
287,-15.0957,-68.3148,2020-09-09,79,
288,-15.1017,-68.3461,2020-09-09,81,
289,-15.0852,-68.3247,2020-09-09,87,
290,-15.0911,-68.3567,2020-09-09,75,
291,-15.0235,-68.1469,2020-09-10,84,
292,-15.0361,-68.2496,2020-09-10,86,
293,-15.0318,-68.308,2020-09-10,65,
294,-15.0324,-68.3131,2020-09-10,50,
295,-14.8627,-67.4128,2020-09-10,56,
296,-15.0909,-68.3334,2020-09-11,63,
297,-15.0868,-68.3208,2020-09-11,54,
298,-14.9898,-68.2027,2020-09-11,79,
299,-14.9771,-68.2039,2020-09-11,93,
300,-14.9808,-68.225,2020-09-11,97,
301,-14.9755,-68.2117,2020-09-11,94,
302,-14.9792,-68.2335,2020-09-11,57,
303,-14.8348,-68.5893,2020-09-11,71,
304,-14.7254,-68.5117,2020-09-11,25,
305,-14.9622,-68.3383,2020-09-12,68,
306,-14.3701,-68.5533,2020-09-12,75,
307,-14.2747,-68.5172,2020-09-12,55,
308,-14.278,-68.5462,2020-09-12,78,
309,-14.5484,-68.5986,2020-09-13,89,
310,-14.2957,-68.4948,2020-09-13,77,
311,-14.6609,-68.72,2020-09-14,54,
312,-14.4267,-68.4809,2020-09-14,44,
313,-14.432,-68.535,2020-09-14,48,
314,-14.3054,-68.5188,2020-09-14,25,
315,-14.31,-68.5636,2020-09-14,80,
316,-14.3075,-68.5233,2020-09-14,50,
317,-14.3122,-68.567,2020-09-14,79,
318,-14.672,-68.3015,2020-09-19,72,
319,-15.039,-68.2724,2020-09-24,59,
320,-15.0404,-68.2823,2020-09-24,70,
321,-15.0298,-68.274,2020-09-24,45,
322,-15.0312,-68.2836,2020-09-24,80,
323,-14.8447,-68.3321,2020-09-24,56,
324,-14.5568,-68.4992,2020-09-24,71,
325,-14.5263,-68.4835,2020-09-24,75,
326,-14.4603,-68.5299,2020-09-24,80,
327,-14.5506,-68.492,2020-09-25,67,
328,-14.5576,-68.4963,2020-09-25,72,
329,-14.4951,-68.5071,2020-09-25,57,
330,-14.5015,-68.5412,2020-09-25,55,
331,-14.4699,-68.5445,2020-09-25,60,
332,-14.4531,-68.5218,2020-09-25,68,
333,-14.4593,-68.556,2020-09-25,27,
334,-14.8179,-68.3613,2020-09-26,79,
335,-14.8372,-68.2963,2020-09-26,22,
336,-14.8389,-68.283,2020-09-26,82,
337,-14.858,-68.2768,2020-09-26,78,
338,-14.7422,-67.4455,2020-09-26,70,
339,-14.8051,-68.3183,2020-09-26,69,
340,-14.7938,-68.499,2020-09-26,83,
341,-14.7957,-68.5147,2020-09-26,86,
342,-14.6378,-68.5304,2020-09-26,27,
343,-14.5841,-68.4656,2020-09-26,53,
344,-14.5636,-68.484,2020-09-26,67,
345,-14.5541,-68.4996,2020-09-26,88,
346,-14.5558,-68.5135,2020-09-26,74,
347,-14.5645,-68.4887,2020-09-26,81,
348,-14.5534,-68.4904,2020-09-26,56,
349,-14.5551,-68.5041,2020-09-26,88,
350,-14.5568,-68.518,2020-09-26,39,
351,-14.5421,-68.4918,2020-09-26,100,
352,-14.5216,-68.5099,2020-09-26,93,
353,-14.5104,-68.5118,2020-09-26,20,
354,-14.4674,-68.5331,2020-09-26,33,
355,-14.4658,-68.5252,2020-09-26,55,
356,-14.4546,-68.5265,2020-09-26,64,
357,-14.4433,-68.5274,2020-09-26,98,
358,-14.4452,-68.5425,2020-09-26,70,
359,-14.4116,-68.5482,2020-09-26,98,
360,-14.4004,-68.55,2020-09-26,39,
361,-14.3873,-68.5357,2020-09-26,84,
362,-14.3892,-68.5515,2020-09-26,93,
363,-14.3761,-68.5375,2020-09-26,81,
364,-14.3884,-68.5412,2020-09-26,87,
365,-14.3772,-68.5427,2020-09-26,90,
366,-14.3679,-68.5592,2020-09-26,29,
367,-14.3697,-68.5735,2020-09-26,83,
368,-14.2987,-68.5537,2020-09-26,59,
369,-14.2874,-68.5548,2020-09-26,52,
370,-14.8478,-68.2592,2020-09-27,58,
371,-14.524,-68.517,2020-09-27,28,
372,-14.9502,-68.2432,2020-09-28,0,
373,-14.6202,-68.4506,2020-09-30,48,
374,-14.6218,-68.4532,2020-09-30,47,
375,-15.1548,-67.6779,2020-10-01,49,
376,-14.5938,-68.4509,2020-10-01,58,
377,-14.5848,-68.4523,2020-10-01,84,
378,-14.5449,-68.4922,2020-10-01,66,
379,-14.5462,-68.5014,2020-10-01,92,
380,-14.5283,-68.5042,2020-10-01,90,
381,-14.5296,-68.5134,2020-10-01,98,
382,-14.5206,-68.5147,2020-10-01,49,
383,-14.5117,-68.5161,2020-10-01,100,
384,-14.4988,-68.4898,2020-10-01,22,
385,-14.5001,-68.4991,2020-10-01,94,
386,-14.5027,-68.5175,2020-10-01,100,
387,-14.504,-68.5266,2020-10-01,100,
388,-14.4912,-68.5004,2020-10-01,72,
389,-14.4579,-68.5309,2020-10-01,80,
390,-15.1379,-68.2262,2020-10-03,94,
391,-15.1395,-68.238,2020-10-03,100,
392,-15.1409,-68.2489,2020-10-03,52,
393,-15.1295,-68.2392,2020-10-03,84,
394,-15.1309,-68.2499,2020-10-03,64,
395,-15.133,-68.3439,2020-10-03,54,
396,-15.1214,-68.3336,2020-10-03,77,
397,-15.123,-68.3457,2020-10-03,13,
398,-15.0442,-68.2919,2020-10-03,71,
399,-15.044,-68.4468,2020-10-03,76,
400,-15.0012,-68.2729,2020-10-03,73,
401,-14.9577,-68.2499,2020-10-03,56,
402,-14.9479,-68.252,2020-10-03,73,
403,-15.0315,-68.238,2020-10-04,56,
404,-15.0315,-68.2459,2020-10-04,47,
405,-15.2608,-67.8868,2020-10-05,67,
406,-15.2629,-67.9041,2020-10-05,78,
407,-14.4786,-68.5092,2020-10-05,89,
408,-14.481,-68.5298,2020-10-05,53,
409,-14.2883,-68.5488,2020-10-05,75,
410,-14.9623,-68.4185,2020-10-06,68,
411,-14.9424,-68.4425,2020-10-06,61,
412,-14.6838,-68.7624,2020-10-06,92,
413,-14.6317,-68.648,2020-10-06,82,
414,-14.6338,-68.6603,2020-10-06,81,
415,-14.6302,-68.6533,2020-10-06,90,
416,-14.6323,-68.6659,2020-10-06,43,
417,-14.5756,-68.8604,2020-10-06,83,
418,-14.5778,-68.8737,2020-10-06,26,
419,-14.5823,-68.867,2020-10-06,78,
420,-14.4786,-68.4977,2020-10-06,55,
421,-15.1447,-68.2394,2020-10-08,62,
422,-14.9609,-68.2419,2020-10-08,58,
423,-14.9079,-68.4368,2020-10-08,79,
424,-14.9093,-68.4465,2020-10-08,55,
425,-14.81,-68.5283,2020-10-08,77,
426,-14.8115,-68.5381,2020-10-08,69,
427,-14.749,-68.5438,2020-10-08,88,
428,-14.7533,-68.573,2020-10-08,79,
429,-14.6823,-68.5357,2020-10-08,79,
430,-14.6659,-68.6722,2020-10-08,76,
431,-14.6567,-68.6732,2020-10-08,97,
432,-14.558,-68.4972,2020-10-08,92,
433,-14.4598,-68.4606,2020-10-08,100,
434,-14.4613,-68.4709,2020-10-08,82,
435,-14.4605,-68.5285,2020-10-08,82,
436,-14.3963,-68.5387,2020-10-08,94,
437,-14.389,-68.5358,2020-10-08,86,
438,-14.3904,-68.5453,2020-10-08,94,
439,-14.3353,-68.5539,2020-10-08,80,
440,-14.3368,-68.5638,2020-10-08,69,
441,-14.2394,-68.5957,2020-10-08,56,
442,-14.4854,-68.6333,2020-10-08,46,
443,-14.5454,-68.9826,2020-10-09,48,
444,-14.6742,-68.6689,2020-10-10,71,
445,-14.9439,-68.3966,2020-10-10,36,
446,-14.9426,-68.4576,2020-10-10,46,
447,-14.9439,-68.4674,2020-10-10,86,
448,-14.8528,-68.2673,2020-10-10,88,
449,-14.87,-68.3938,2020-10-10,79,
450,-14.8491,-68.4939,2020-10-10,66,
451,-14.7247,-68.4673,2020-10-10,95,
452,-14.7261,-68.4774,2020-10-10,85,
453,-14.6709,-68.673,2020-10-10,58,
454,-14.6722,-68.6829,2020-10-10,86,
455,-14.6028,-68.5206,2020-10-10,46,
456,-14.5936,-68.522,2020-10-10,67,
457,-14.4748,-68.5128,2020-10-10,51,
458,-14.3958,-68.5415,2020-10-10,74,
459,-14.0771,-68.8483,2020-10-10,95,
460,-14.0784,-68.8582,2020-10-10,79,
461,-14.8731,-68.3965,2020-10-11,47,
462,-14.6603,-68.6953,2020-10-11,72,
463,-14.6644,-68.6719,2020-10-11,78,
464,-14.6715,-68.6785,2020-10-11,79,
465,-14.6663,-68.6899,2020-10-12,50,
466,-14.4272,-68.4895,2020-10-15,84,
467,-14.4286,-68.4988,2020-10-15,9,
468,-15.2236,-67.6828,2020-10-15,45,
469,-14.2468,-68.0623,2020-10-19,57,
470,-14.7215,-68.5062,2020-10-23,38,
471,-15.1378,-68.2053,2020-10-24,59,
472,-14.6091,-68.4283,2020-10-24,83,
473,-14.6105,-68.438,2020-10-24,80,
474,-14.5999,-68.4299,2020-10-24,86,
475,-14.6014,-68.4396,2020-10-24,85,
476,-14.5662,-68.4555,2020-10-24,79,
477,-14.5676,-68.4648,2020-10-24,75,
478,-14.5189,-68.5083,2020-10-24,57,
479,-14.3224,-68.5515,2020-10-24,67,
480,-14.3238,-68.5612,2020-10-24,56,
481,-14.3103,-68.5337,2020-10-24,83,
482,-14.3117,-68.5433,2020-10-24,89,
483,-13.9922,-68.9326,2020-10-24,80,
484,-13.9936,-68.9421,2020-10-24,89,
485,-13.9623,-68.9717,2020-10-24,77,
486,-15.1357,-68.2995,2020-10-26,48,
487,-15.0055,-68.4614,2020-10-26,37,
488,-14.9285,-68.4521,2020-10-26,100,
489,-14.9298,-68.462,2020-10-26,62,
490,-14.6319,-68.6934,2020-10-26,84,
491,-14.5914,-68.4654,2020-10-26,74,
492,-14.5583,-68.5001,2020-10-26,49,
493,-14.5494,-68.5574,2020-10-26,100,
494,-14.5508,-68.5673,2020-10-26,100,
495,-14.5309,-68.4908,2020-10-26,85,
496,-14.5323,-68.5011,2020-10-26,62,
497,-14.4966,-68.5165,2020-10-26,90,
498,-14.3062,-68.5368,2020-10-26,84,
499,-14.011,-68.9288,2020-10-26,73,
500,-13.9838,-68.9185,2020-11-04,73,
501,-14.5745,-68.4842,2020-11-05,29,
502,-14.5708,-68.4902,2020-11-05,42,
503,-15.1607,-67.6754,2020-11-06,53,
504,-15.1626,-67.6916,2020-11-06,47,
505,-15.1561,-67.6812,2020-11-06,60,
506,-15.0861,-67.7081,2020-11-06,72,
507,-15.0881,-67.7247,2020-11-06,72,
508,-14.9157,-68.4846,2020-11-06,69,
509,-14.8746,-68.5741,2020-11-06,54,
510,-15.3128,-68.0548,2020-11-09,83,
511,-15.132,-68.2135,2020-11-09,100,
512,-14.3158,-68.4918,2020-11-11,81,
513,-14.3171,-68.5016,2020-11-11,87,
514,-14.2488,-68.6092,2020-11-11,82,
515,-14.3192,-68.519,2020-11-13,73,
516,-14.3222,-68.5185,2020-11-13,75,
517,-14.8961,-68.536,2020-11-22,34,
518,-14.3115,-68.5473,2020-11-23,77,
519,-14.3078,-68.5404,2020-11-23,81,
520,-14.4419,-68.4793,2020-11-25,49,
521,-14.3097,-68.5112,2020-11-25,69,
522,-14.6636,-67.5755,2020-11-27,48,
523,-15.0616,-67.7372,2020-12-02,82,
524,-15.0564,-67.7412,2020-12-03,72,
525,-14.4812,-68.5174,2020-12-04,80,
526,-15.2054,-67.679,2020-12-17,75,
527,-15.1974,-67.6853,2020-12-17,73,
528,-15.0547,-67.731,2021-01-11,56,2021
529,-14.5579,-68.3892,2021-01-12,70,2021
530,-15.0174,-68.1776,2021-04-20,83,2021
531,-14.7008,-68.2433,2021-04-22,78,2021
532,-14.7072,-68.2381,2021-04-22,18,2021
533,-14.6993,-68.2557,2021-04-22,72,2021
534,-14.6718,-68.3421,2021-05-10,74,2021
535,-14.8021,-68.2862,2021-06-23,51,2021
536,-14.6816,-68.2805,2021-06-30,76,2021
537,-14.6812,-68.29,2021-07-01,64,2021
538,-14.6738,-68.3269,2021-07-09,67,2021
539,-14.6751,-68.3366,2021-07-09,59,2021
540,-14.7896,-68.3174,2021-07-23,65,2021
541,-14.7222,-68.2963,2021-07-25,82,2021
542,-14.7143,-68.3076,2021-07-25,65,2021
543,-14.4949,-69.1044,2021-07-26,24,2021
544,-14.7991,-68.4035,2021-08-10,64,2021
545,-14.8004,-68.4133,2021-08-10,78,2021
546,-14.8161,-68.3513,2021-08-15,82,2021
547,-14.8178,-68.3627,2021-08-15,81,2021
548,-15.2085,-68.1637,2021-08-17,64,2021
549,-15.0979,-68.2511,2021-08-21,48,2021
550,-14.8139,-68.4948,2021-08-21,0,2021
551,-14.7754,-68.2998,2021-08-24,71,2021
552,-14.7768,-68.309,2021-08-24,64,2021
553,-14.6535,-68.2847,2021-08-24,68,2021
554,-14.6549,-68.2945,2021-08-24,83,2021
555,-14.5864,-68.5837,2021-08-28,29,2021
556,-14.7481,-68.2999,2021-09-01,74,2021
557,-15.0585,-68.2315,2021-09-02,87,2021
558,-15.0184,-68.4641,2021-09-02,65,2021
559,-14.9206,-68.4187,2021-09-02,74,2021
560,-14.0747,-68.8726,2021-09-02,55,2021
561,-14.076,-68.8819,2021-09-02,66,2021
562,-14.8561,-68.5595,2021-09-04,85,2021
563,-14.8153,-68.3246,2021-09-07,72,2021
564,-14.8177,-68.3393,2021-09-07,57,2021
565,-14.6654,-68.4693,2021-09-09,51,2021
566,-14.7413,-68.4907,2021-09-09,62,2021
567,-14.7428,-68.5004,2021-09-09,79,2021
568,-14.7764,-68.3901,2021-09-11,64,2021
569,-14.706,-67.6152,2021-09-13,49,2021
570,-15.0209,-68.1685,2021-09-18,90,2021
571,-15.0222,-68.1778,2021-09-18,35,2021
572,-14.7154,-67.5898,2021-09-18,0,2021
573,-14.7449,-68.5558,2021-09-18,58,2021
574,-14.736,-68.5571,2021-09-18,88,2021
575,-14.6451,-68.6338,2021-09-18,85,2021
576,-14.5956,-68.4779,2021-09-18,77,2021
577,-15.0523,-68.2304,2021-09-20,83,2021
578,-14.9934,-68.1755,2021-09-20,72,2021
579,-14.9312,-68.3585,2021-09-25,67,2021
580,-15.0973,-68.2206,2021-09-25,65,2021
581,-15.026,-68.2285,2021-09-25,74,2021
582,-15.0274,-68.2379,2021-09-25,93,2021
