id,fila,columna,lat,lon,pendiente_grados,ndvi,humedad,viento_u,viento_v,prob_ignicion
ae450e94-683e-4bf9-9fda-6af986e88d3a,48,205,-14.166867,-68.192722,9.3218,0.398,0.2859,0.3747,-0.1966,0.0004
361e8f42-cf4b-4e71-9a8b-97cffec07659,48,206,-14.166867,-68.188222,2.1343,0.4096,0.2859,0.3747,-0.1966,0.0077
3b45ed15-cadc-4fed-a35b-9c86760d4c4e,48,207,-14.166867,-68.183722,0.9548,0.394,0.2859,0.3747,-0.1966,0.0028
e3d7a73f-5e3e-42e7-9b62-059f70815f9a,48,208,-14.166867,-68.179222,3.8141,0.3837,0.2859,0.3747,-0.1966,0.0113
eae0e4ec-6aec-42ba-bb2b-1fc241dfe04f,48,209,-14.166867,-68.174722,6.7214,0.3734,0.2859,0.3747,-0.1966,0.0135
9912a2c4-0b8d-4f6f-844f-cdd1fc8bc48e,48,214,-14.166867,-68.152222,19.3103,0.3296,0.2859,0.3747,-0.1966,0.0176
88b676c5-6846-4bb6-a4c9-6d6ec6a53d60,48,215,-14.166867,-68.147722,11.3481,0.3926,0.2196,0.4296,-0.2087,0.0032
3c655951-52dd-4530-b856-cd8b58924e7c,48,216,-14.166867,-68.143222,2.699,0.3881,0.2196,0.4296,-0.2087,0.0109
0a2f0cf2-06b9-481f-94af-7f11ea6b501d,48,217,-14.166867,-68.138722,12.3646,0.2962,0.2196,0.4296,-0.2087,0.0715
5f4c7cde-eb78-47c2-9a88-e90dea1031b4,49,59,-14.171367,-68.849722,35.4731,0.3094,0.3838,0.1578,-0.3859,0.2727
a3053460-bbaf-4e5e-a1fe-5450e62185f3,49,60,-14.171367,-68.845222,11.4995,0.3395,0.3838,0.1578,-0.3859,0.1046
17c376f6-af29-4bd9-a408-bb7f8d2702d0,49,61,-14.171367,-68.840722,7.4165,0.3556,0.3838,0.1578,-0.3859,0.0566
6754dfbb-033a-4ead-a751-19276f8df473,49,62,-14.171367,-68.836222,15.897,0.369,0.3838,0.1578,-0.3859,0.0332
730e4bdb-ee93-4829-8e5e-eedd6fbf9607,49,63,-14.171367,-68.831722,22.6686,0.3697,0.3838,0.1578,-0.3859,0.0212
009eb7cf-3ac5-48ed-82d5-94e2be19bc1b,49,64,-14.171367,-68.827222,27.2386,0.3981,0.3838,0.1578,-0.3859,0.0425
9dfc8821-3c56-4323-be3c-13f31b6c35ae,49,65,-14.171367,-68.822722,29.0862,0.4055,0.3838,0.1578,-0.3859,0.0251
c340caaa-a885-41ce-a345-eff65794a129,49,66,-14.171367,-68.818222,9.7368,0.38,0.3838,0.1578,-0.3859,0.0378
150bc4ca-4f38-458c-a7b5-43523f5491d6,49,67,-14.171367,-68.813722,23.6284,0.3678,0.3838,0.1578,-0.3859,0.0806
72ed047c-585b-4421-bbef-c87848d2c30e,49,68,-14.171367,-68.809222,20.6626,0.3729,0.3838,0.1578,-0.3859,0.0738
e9785944-fada-42ca-82a3-5c95b7e3fc98,49,69,-14.171367,-68.804722,17.0357,0.3624,0.3838,0.1578,-0.3859,0.1045
169c53b1-4491-4da9-9a2b-d5699910f379,49,70,-14.171367,-68.800222,22.3738,0.3645,0.3838,0.1578,-0.3859,0.0442
6eeee21f-5a31-4320-936f-cfaf5da8ab70,49,71,-14.171367,-68.795722,14.7631,0.3367,0.3838,0.1578,-0.3859,0.0302
d82dc210-0c91-4b78-a140-3699f0c57c7d,49,72,-14.171367,-68.791222,34.0335,0.3575,0.3838,0.1578,-0.3859,0.0425
d3d0befe-2cd1-4b92-a9e7-33b8c1d7a363,49,73,-14.171367,-68.786722,16.7236,0.3796,0.3838,0.1578,-0.3859,0.0302
d61f5f48-ddbc-44e4-8b52-659949394d32,49,74,-14.171367,-68.782222,20.5328,0.3645,0.3838,0.1578,-0.3859,0.0411
513de0a9-6780-439b-a2b4-e37d74162537,49,75,-14.171367,-68.777722,19.1271,0.3488,0.3838,0.1578,-0.3859,0.0252
c502113d-749d-4023-9e1c-7c5f543d5974,49,76,-14.171367,-68.773222,6.7214,0.3341,0.3838,0.1578,-0.3859,0.0075
a2afb383-22ac-44e7-b942-604285122d6f,49,77,-14.171367,-68.768722,12.7726,0.3288,0.3838,0.1578,-0.3859,0.0073
eece9b16-fab6-47a8-b99b-495c3bd62a27,49,78,-14.171367,-68.764222,14.0362,0.3179,0.3838,0.1578,-0.3859,0.0106
b72f546d-0f09-4521-90c3-4b4df5504d26,49,79,-14.171367,-68.759722,21.955,0.3227,0.3838,0.1578,-0.3859,0.0042
97437e84-451f-470c-9c95-87c92bacb61a,49,80,-14.171367,-68.755222,28.7329,0.3215,0.3838,0.1578,-0.3859,0.0046
1e05f185-afc5-4f5f-b65d-be82a7a1b024,49,81,-14.171367,-68.750722,19.3708,0.3141,0.3838,0.1578,-0.3859,0.0059
bb46d978-67c7-4207-b9d9-5992e4d4f6ce,49,82,-14.171367,-68.746222,17.5484,0.3487,0.377,0.1765,-0.3765,0.0162
d3c05715-b8f3-4102-9ff9-a3d8d8234f0c,49,83,-14.171367,-68.741722,34.5669,0.3478,0.377,0.1765,-0.3765,0.0466
0614b846-b2dc-481c-95a8-41ec409e98ef,49,84,-14.171367,-68.737222,8.9356,0.342,0.377,0.1765,-0.3765,0.0151
9d811b6a-18c4-48d5-ba52-33bd084b0d76,49,85,-14.171367,-68.732722,19.6897,0.3889,0.377,0.1765,-0.3765,0.0293
b603d9dc-b24a-4d90-82c9-04bc89c7e0bd,49,86,-14.171367,-68.728222,11.9767,0.396,0.377,0.1765,-0.3765,0.0088
cba97873-f5d8-4df7-bd5d-c25ee378589a,49,87,-14.171367,-68.723722,25.3769,0.3782,0.377,0.1765,-0.3765,0.0094
516cbe81-9a29-489f-92f3-8d607b2b3975,49,88,-14.171367,-68.719222,21.8357,0.3812,0.377,0.1765,-0.3765,0.031
44d1324e-5b91-4d52-9010-4bf7519dc0e3,49,89,-14.171367,-68.714722,5.386,0.3713,0.377,0.1765,-0.3765,0.0289
3dc518d9-e41c-4ec7-81f1-9b295ad94263,49,90,-14.171367,-68.710222,14.5064,0.3761,0.377,0.1765,-0.3765,0.0112
032d7f9c-0e9d-4aea-a9cc-a2bf6817f963,49,91,-14.171367,-68.705722,13.4215,0.4021,0.377,0.1765,-0.3765,0.006
c12a9d0b-9068-4084-ab83-dc908e5a0c12,49,92,-14.171367,-68.701222,14.6211,0.3922,0.377,0.1765,-0.3765,0.0076
186f26ac-0299-4d2a-a9c5-f2efa43fe8d0,49,93,-14.171367,-68.696722,1.9092,0.3654,0.377,0.1765,-0.3765,0.6255
19b2c080-7cf9-4089-882a-155635de5b7b,49,94,-14.171367,-68.692222,10.9992,0.3381,0.377,0.1765,-0.3765,0.0245
3b1f1e81-932a-449e-8e93-ea999cbd3813,49,95,-14.171367,-68.687722,21.8357,0.3299,0.377,0.1765,-0.3765,0.0282
00a9b5d3-e33d-4448-885c-efc6e3786c31,49,96,-14.171367,-68.683222,24.2865,0.3311,0.377,0.1765,-0.3765,0.0425
89438e48-c3aa-4d4f-a075-7c48c8f923ad,49,97,-14.171367,-68.678722,20.2507,0.3428,0.377,0.1765,-0.3765,0.0126
be537674-d255-4e32-a7ae-0864fbfaa11f,49,98,-14.171367,-68.674222,19.7879,0.3556,0.377,0.1765,-0.3765,0.0099
4f330a1c-a919-4d72-bef1-8eb0ef4bef9d,49,99,-14.171367,-68.669722,37.5023,0.3519,0.377,0.1765,-0.3765,0.0071
74de16bb-21a1-4c46-9c6a-3fb59862723a,49,100,-14.171367,-68.665222,21.3313,0.3211,0.377,0.1765,-0.3765,0.011
445bd78e-d694-40ca-8176-79b82b4a9ebf,49,101,-14.171367,-68.660722,23.4441,0.3444,0.377,0.1765,-0.3765,0.0179
fe8aaa38-0700-4b32-a5c1-4af00ef0d7d7,49,102,-14.171367,-68.656222,33.8218,0.361,0.377,0.1765,-0.3765,0.0101
1103e98a-613a-499e-8f60-9a70d4e56b86,49,103,-14.171367,-68.651722,20.9916,0.3674,0.377,0.1765,-0.3765,0.0077
12c549da-74b1-4a09-b5ab-bf48b27891a5,49,104,-14.171367,-68.647222,7.653,0.3488,0.3643,0.1995,-0.3508,0.0159
f638b439-fe62-4b84-8b9f-02f49dd2f99c,49,105,-14.171367,-68.642722,18.5206,0.3407,0.3643,0.1995,-0.3508,0.0174
ef1395d8-6264-41a7-85f9-dc69d7d4cd49,49,106,-14.171367,-68.638222,6.0915,0.3391,0.3643,0.1995,-0.3508,0.0225
5344ef5d-f3c0-4448-944d-2d5005eacc4f,49,107,-14.171367,-68.633722,25.3769,0.3407,0.3643,0.1995,-0.3508,0.0087
b2aaf243-a864-46ba-83c3-e2421af8b350,49,108,-14.171367,-68.629222,9.5087,0.3388,0.3643,0.1995,-0.3508,0.0244
907202ce-a101-4fa1-a5d6-7613613b1131,49,109,-14.171367,-68.624722,22.0734,0.3322,0.3643,0.1995,-0.3508,0.0186
2e880a10-7679-45fa-89ce-d824eb99ccfd,49,110,-14.171367,-68.620222,13.9158,0.3662,0.3643,0.1995,-0.3508,0.0245
15b4e285-56d4-41b5-8617-9ad26e478f17,49,111,-14.171367,-68.615722,23.5672,0.3167,0.3643,0.1995,-0.3508,0.0163
2098e643-0735-4d32-9bcb-f98f6cd54a52,49,112,-14.171367,-68.611222,12.2601,0.2873,0.3643,0.1995,-0.3508,0.0654
277c7413-9edb-4f3a-b46f-bc7a9fa520cc,49,113,-14.171367,-68.606722,17.0357,0.2993,0.3643,0.1995,-0.3508,0.0719
920923e8-7fa5-4954-a3a6-762aec43373f,49,114,-14.171367,-68.602222,11.9047,0.336,0.3643,0.1995,-0.3508,0.0412
de0180e6-f9cc-4fa1-bcb9-99538356c680,49,115,-14.171367,-68.597722,14.0362,0.3306,0.3643,0.1995,-0.3508,0.261
6f409af4-9102-4204-8c9f-b18730a3441e,49,116,-14.171367,-68.593222,47.7427,0.3386,0.3643,0.1995,-0.3508,0.0113
16b2eab2-7bf2-4808-bb9b-9d5221c3c45b,49,117,-14.171367,-68.588722,24.1688,0.3324,0.3643,0.1995,-0.3508,0.0457
b8566b24-955a-47c7-b52d-d8fc53b436d3,49,118,-14.171367,-68.584222,32.4903,0.3171,0.3643,0.1995,-0.3508,0.0813
11e833d3-c3bf-47c0-b67f-1a4a2484a3af,49,119,-14.171367,-68.579722,26.4372,0.3069,0.3643,0.1995,-0.3508,0.0722
75a3d931-a90b-4129-8181-af246cc3a73a,49,120,-14.171367,-68.575222,20.9916,0.323,0.3643,0.1995,-0.3508,0.0513
6d804ae3-47ef-47fc-808b-ced97abff002,49,121,-14.171367,-68.570722,16.4537,0.3061,0.3643,0.1995,-0.3508,0.1714
85b111b2-1103-4427-a269-2cad33d7fd0d,49,122,-14.171367,-68.566222,38.1919,0.2699,0.3643,0.1995,-0.3508,0.0684
220c42d7-faad-4833-bd9a-4da9e402b099,49,123,-14.171367,-68.561722,46.6861,0.2574,0.3643,0.1995,-0.3508,0.041
0367754f-c69f-42ad-b179-4e654a8ce2a7,49,124,-14.171367,-68.557222,18.9623,0.2837,0.3643,0.1995,-0.3508,0.0217
a0fce777-643d-4f36-8ef9-46b1fd0c9b60,49,125,-14.171367,-68.552722,38.7566,0.2982,0.3643,0.1995,-0.3508,0.0655
6de801e9-7ec3-4e32-9f86-6d3f1fe92017,49,126,-14.171367,-68.548222,24.9327,0.33,0.3632,0.2358,-0.2824,0.0064
bb47a5f0-4b26-4030-a7a3-f4114cacbf18,49,127,-14.171367,-68.543722,24.2865,0.352,0.3632,0.2358,-0.2824,0.0025
e29fdf80-0a33-47b8-8bc2-8e647ddd5f01,49,128,-14.171367,-68.539222,24.6916,0.3562,0.3632,0.2358,-0.2824,0.0031
0ef2d04e-9aaa-4119-bbbb-677168a267e0,49,129,-14.171367,-68.534722,30.8561,0.3428,0.3632,0.2358,-0.2824,0.0255
774ef5ba-851c-4dc5-99cd-2147581b5ee7,49,130,-14.171367,-68.530222,27.1774,0.3236,0.3632,0.2358,-0.2824,0.0139
f5c76da0-35e4-46f6-bf11-922754b2b23b,49,131,-14.171367,-68.525722,34.2106,0.3148,0.3632,0.2358,-0.2824,0.0099
2720ee9f-c5ef-4ca2-8107-5aba9f611dce,49,132,-14.171367,-68.521222,38.0979,0.2953,0.3632,0.2358,-0.2824,0.0208
7ccfe67c-e0e6-4af1-a60b-b0211c5b4076,49,133,-14.171367,-68.516722,22.6199,0.3205,0.3632,0.2358,-0.2824,0.0098
2551dde8-ceae-4d64-a399-317d3f8d83cc,49,134,-14.171367,-68.512222,36.2114,0.327,0.3632,0.2358,-0.2824,0.0122
7e01a842-0728-4144-8bc1-3ddd26162b88,49,135,-14.171367,-68.507722,26.1132,0.2897,0.3632,0.2358,-0.2824,0.0074
79e6edd3-ce8f-4e2f-9396-e8f23f857a73,49,136,-14.171367,-68.503222,3.9311,0.313,0.3632,0.2358,-0.2824,0.0112
a2220534-09df-4b9d-aa6b-a8cff4efa754,49,137,-14.171367,-68.498722,13.4215,0.3318,0.3632,0.2358,-0.2824,0.0166
3e86123f-d8bb-4b90-b643-953abcdb7221,49,138,-14.171367,-68.494222,15.2885,0.3348,0.3632,0.2358,-0.2824,0.029
ae4dde65-0b05-493c-9778-9706ae877568,49,139,-14.171367,-68.489722,20.4393,0.3309,0.3632,0.2358,-0.2824,0.0085
b654b937-00a5-4677-8738-b4a29c7b16eb,49,140,-14.171367,-68.485222,13.2627,0.3152,0.3632,0.2358,-0.2824,0.0054
d3cb6699-a696-43a8-ae14-7c64017d6ce1,49,141,-14.171367,-68.480722,14.5352,0.3232,0.3632,0.2358,-0.2824,0.014
ebf98a4f-124a-44f4-b159-236667914b55,49,142,-14.171367,-68.476222,20.9916,0.3243,0.3632,0.2358,-0.2824,0.0126
931c956f-fd9a-4acd-bb21-4a7e5f4a82f3,49,143,-14.171367,-68.471722,9.4623,0.3316,0.3632,0.2358,-0.2824,0.0109
94989f53-d4bb-4d8f-afdc-54ac139daca4,49,144,-14.171367,-68.467222,17.932,0.3562,0.3632,0.2358,-0.2824,0.0099
166c8e1f-d2e9-4228-b102-844f43fd2db6,49,145,-14.171367,-68.462722,11.9767,0.3717,0.3632,0.2358,-0.2824,0.0049
97e7b850-72d4-4fc2-892b-4fe83aa0e922,49,146,-14.171367,-68.458222,15.5034,0.365,0.3632,0.2358,-0.2824,0.0151
6381bea4-f227-40ed-a49b-21f49e983065,49,147,-14.171367,-68.453722,19.4712,0.3364,0.3632,0.2358,-0.2824,0.0165
e0e3a5f3-71fa-4b50-9eb2-7a2380c326b0,49,148,-14.171367,-68.449222,,0.3111,0.3592,0.2747,-0.2153,0.0771
6eb0639b-ea74-4fd8-9154-323e3361e8c4,49,157,-14.171367,-68.408722,35.3392,0.292,0.3592,0.2747,-0.2153,0.0942
13d7245c-aeaf-4f7f-a9f2-0aa00b6c9613,49,158,-14.171367,-68.404222,32.3564,0.3299,0.3592,0.2747,-0.2153,0.1754
b0f9319b-6188-433a-9a51-96b9bd9a874f,49,159,-14.171367,-68.399722,32.3474,0.3688,0.3592,0.2747,-0.2153,0.0641
f3b238a9-6f60-4df3-a6bf-54ba73d94ef7,49,160,-14.171367,-68.395222,15.7932,0.3729,0.3592,0.2747,-0.2153,0.7516
6eabd18a-3f36-4f39-862e-a566c20233c6,49,161,-14.171367,-68.390722,25.1424,0.3953,0.3592,0.2747,-0.2153,0.0907
a4ef7efa-bbfd-402d-a23a-e583917cfca4,49,162,-14.171367,-68.386222,30.8954,0.3701,0.3592,0.2747,-0.2153,0.0947
02a10ed4-aec0-43d5-91e8-f92dded84710,49,163,-14.171367,-68.381722,28.3032,0.3886,0.3592,0.2747,-0.2153,0.0301
af50d8ae-a03e-46b8-8e1a-48807ca8c3a5,49,164,-14.171367,-68.377222,23.4904,0.3797,0.3592,0.2747,-0.2153,0.0631
0f6e9d33-6a51-4ad4-b7af-75c288aa4bb2,49,165,-14.171367,-68.372722,23.3822,0.3358,0.3592,0.2747,-0.2153,0.2786
31251888-615e-4f36-aed1-6acfb75e4aa0,49,166,-14.171367,-68.368222,6.9182,0.2914,0.3592,0.2747,-0.2153,0.2396
c3778d7d-d322-46e7-b70c-3e097e611071,49,167,-14.171367,-68.363722,13.6403,0.3409,0.3592,0.2747,-0.2153,0.3558
93714462-775e-4ea0-b9fc-630161271c37,49,168,-14.171367,-68.359222,,0.236,0.3592,0.2747,-0.2153,0.1071
67f6e94c-a599-4419-96b1-d2a60519449f,49,169,-14.171367,-68.354722,28.0841,0.3409,0.3592,0.2747,-0.2153,0.1725
9d202f12-3b02-44e4-a9cb-6999837ee72c,49,170,-14.171367,-68.350222,19.3103,0.3279,0.3592,0.2747,-0.2153,0.2141
ba659d81-cfcc-4cf6-b306-541088f4c4c6,49,171,-14.171367,-68.345722,,0.3225,0.2971,0.3191,-0.1849,0.1046
e7cd66ac-87f6-45b8-aa43-b33a584b5e89,49,172,-14.171367,-68.341222,41.1072,0.3437,0.2971,0.3191,-0.1849,0.0884
a74d422f-68dd-4769-a06b-9c8f48ef77d8,49,173,-14.171367,-68.336722,7.4165,0.3252,0.2971,0.3191,-0.1849,0.0977
fbc47ab9-5ee4-41ce-aab3-6e3ee2492c94,49,174,-14.171367,-68.332222,34.7538,0.3325,0.2971,0.3191,-0.1849,0.1877
0c2967f5-24a2-4135-a4b3-6f259e4d542e,49,175,-14.171367,-68.327722,14.2442,0.3654,0.2971,0.3191,-0.1849,0.0806
e98a1227-cfa2-42bd-ada8-ca2a4b901dc6,49,176,-14.171367,-68.323222,18.4349,0.3541,0.2971,0.3191,-0.1849,0.0533
be12e0e7-95e8-4d26-9013-30be1e6eb230,49,177,-14.171367,-68.318722,,0.3537,0.2971,0.3191,-0.1849,0.0105
9f2aa7db-77fa-41d1-a9bf-97c7dd263696,49,178,-14.171367,-68.314222,53.22,0.3494,0.2971,0.3191,-0.1849,0.0042
385cbfd9-5566-4bad-8541-f99632ec184a,49,179,-14.171367,-68.309722,10.7596,0.3659,0.2971,0.3191,-0.1849,0.0083
07591a06-86cd-4849-b18e-86e6972347b3,49,180,-14.171367,-68.305222,11.3481,0.3681,0.2971,0.3191,-0.1849,0.0078
f0ad7717-31f1-428f-ad75-8ac6335c35d6,49,181,-14.171367,-68.300722,0.9548,0.3678,0.2971,0.3191,-0.1849,0.0196
ba3244b6-bcd9-4ec8-a86e-38c828550e8a,49,182,-14.171367,-68.296222,6.8532,0.3584,0.2971,0.3191,-0.1849,0.0034
21898986-d7b3-46e9-bda3-52328a28d4e0,49,183,-14.171367,-68.291722,5.1287,0.3611,0.2971,0.3191,-0.1849,0.0017
bb0bd181-5cb2-4473-8dce-790b43ce8699,49,184,-14.171367,-68.287222,18.9416,0.3618,0.2971,0.3191,-0.1849,0.0032
65356846-274c-4368-b791-73a158854209,49,185,-14.171367,-68.282722,16.0511,0.361,0.2971,0.3191,-0.1849,0.0071
ecfef6c9-32fd-42a8-b0fa-ec388e5b9fb8,49,186,-14.171367,-68.278222,6.3794,0.3623,0.2971,0.3191,-0.1849,0.0046
36a0d4e9-da8f-4001-8804-cc7e30487cd4,49,187,-14.171367,-68.273722,16.7962,0.3623,0.2971,0.3191,-0.1849,0.0088
9b202ea2-9dbc-4864-8875-2c75f7312e94,49,188,-14.171367,-68.269222,32.1399,0.3882,0.2971,0.3191,-0.1849,0.0024
f272fe1e-a5de-4ce7-821d-3cc59ab1aacd,49,189,-14.171367,-68.264722,19.3708,0.3955,0.2971,0.3191,-0.1849,0.0008
2289c44c-1270-45c9-b986-5ae7a27c1fd3,49,190,-14.171367,-68.260222,33.8381,0.3633,0.2971,0.3191,-0.1849,0.0074
8f4e562a-6bf3-468b-b038-17c2c1512297,49,191,-14.171367,-68.255722,16.0511,0.3605,0.2971,0.3191,-0.1849,0.0151
1314b9ca-ebba-48aa-8c2d-9ff9f736d4de,49,192,-14.171367,-68.251222,21.0457,0.3834,0.2971,0.3191,-0.1849,0.0225
e02cdaec-2b89-4338-bdbd-25f796f3ca43,49,193,-14.171367,-68.246722,19.1884,0.3907,0.2859,0.3747,-0.1966,0.001
f8e27611-895f-487b-8979-74980c36b95c,49,194,-14.171367,-68.242222,38.3226,0.3999,0.2859,0.3747,-0.1966,0.0017
79b182c9-e0f5-4a7f-87a3-2436261b6f12,49,195,-14.171367,-68.237722,17.6623,0.4014,0.2859,0.3747,-0.1966,0.0005
8f8d41ec-9958-4506-a9bd-a6815f386466,49,196,-14.171367,-68.233222,21.2604,0.3989,0.2859,0.3747,-0.1966,0.0002
fc596ab1-d1d1-4349-832e-af2b273ef07c,49,197,-14.171367,-68.228722,19.1271,0.3899,0.2859,0.3747,-0.1966,0.0006
a781ce4d-0ec8-4c25-969b-e1a1ae1844fe,49,198,-14.171367,-68.224222,15.8192,0.4093,0.2859,0.3747,-0.1966,0.0002
926ba097-bc9f-4e9c-a25a-95321a03cbe3,49,199,-14.171367,-68.219722,12.7726,0.4046,0.2859,0.3747,-0.1966,0.0002
7b7c1c0d-16b2-4bed-bfc8-eee73ac9e206,49,200,-14.171367,-68.215222,20.2507,0.4197,0.2859,0.3747,-0.1966,0.0003
985d54e3-d073-4a0f-b815-667709234036,49,201,-14.171367,-68.210722,7.653,0.3983,0.2859,0.3747,-0.1966,0.0004
64080a53-dbfe-41dc-9bdb-7b195531f91a,49,202,-14.171367,-68.206222,17.5713,0.3927,0.2859,0.3747,-0.1966,0.0009
17d64357-0112-4c95-a006-e779a3e7c99e,49,203,-14.171367,-68.201722,15.1797,0.3859,0.2859,0.3747,-0.1966,0.0021
61915238-3e1f-4073-b997-4c169dfeb8e7,49,204,-14.171367,-68.197222,17.7753,0.3875,0.2859,0.3747,-0.1966,0.001
72052bfc-acf2-41c7-963d-880fdcd19229,49,205,-14.171367,-68.192722,11.6486,0.3994,0.2859,0.3747,-0.1966,0.0006
806e3c9b-883a-4cec-87b8-3aced8b0a82d,49,206,-14.171367,-68.188222,5.7888,0.3923,0.2859,0.3747,-0.1966,0.0037
d6c1d93b-ad03-4562-ba75-f0f8991780a9,49,207,-14.171367,-68.183722,10.5554,0.3845,0.2859,0.3747,-0.1966,0.0039
8caac880-223e-4bf6-b3ca-d36e646242cc,49,208,-14.171367,-68.179222,10.9992,0.3714,0.2859,0.3747,-0.1966,0.0126
04620e09-6fa9-4591-9f4c-ddca46d7ad38,49,209,-14.171367,-68.174722,1.3502,0.394,0.2859,0.3747,-0.1966,0.0041
67881969-7bf2-4ad4-91a1-a42d4961e72e,49,210,-14.171367,-68.170222,4.2627,0.3916,0.2859,0.3747,-0.1966,0.0079
357ab841-5d3c-4a38-854a-1414b2b5bd65,49,211,-14.171367,-68.165722,10.5554,0.3799,0.2859,0.3747,-0.1966,0.0073
2a663a71-e3cb-436c-9189-1c20d2aae23d,49,214,-14.171367,-68.152222,28.8994,0.363,0.2859,0.3747,-0.1966,0.0053
b097c2c5-4926-4f0a-8fbe-7846ab3ed7ee,49,215,-14.171367,-68.147722,18.5206,0.3916,0.2196,0.4296,-0.2087,0.0044
aa0fcdd6-94f7-43be-8461-3ab1b6f9ed0d,49,216,-14.171367,-68.143222,5.5507,0.3329,0.2196,0.4296,-0.2087,0.0509
cd07c3a7-5b81-4b49-8344-fdf6532e5895,50,59,-14.175867,-68.849722,33.2206,0.2885,0.3838,0.1578,-0.3859,0.2052
d30d6efa-8d89-4a90-912d-4c995c8cf265,50,60,-14.175867,-68.845222,21.3313,0.3294,0.3838,0.1578,-0.3859,0.0386
c2fc33cd-b2f9-494f-a2bf-5b2c0d671e9b,50,61,-14.175867,-68.840722,28.406,0.3413,0.3838,0.1578,-0.3859,0.0316
2bb639f2-69bb-43c0-a298-36cabaf389a5,50,62,-14.175867,-68.836222,8.1044,0.3539,0.3838,0.1578,-0.3859,0.0188
ffc8370c-083e-43e7-afa3-b590946344c4,50,63,-14.175867,-68.831722,15.3695,0.3659,0.3838,0.1578,-0.3859,0.0133
1e57270b-45b9-4174-a9cf-23097cd194b9,50,64,-14.175867,-68.827222,20.6995,0.3893,0.3838,0.1578,-0.3859,0.0258
1bdf1f7c-f62b-4235-ae77-9be34f6a78df,50,65,-14.175867,-68.822722,14.0362,0.3931,0.3838,0.1578,-0.3859,0.0378
b98c6935-5b27-49ea-a9e5-bddf1c65c9b8,50,66,-14.175867,-68.818222,17.5713,0.3837,0.3838,0.1578,-0.3859,0.0356
6eff0bee-0366-4388-9e42-e73f9d8eb55c,50,67,-14.175867,-68.813722,11.4995,0.3886,0.3838,0.1578,-0.3859,0.0201
7e29c7b4-7e14-49f7-8417-908bda04cca1,50,68,-14.175867,-68.809222,17.4566,0.4027,0.3838,0.1578,-0.3859,0.0556
85e6d731-27ba-4565-8e8f-f524cb15e3fa,50,69,-14.175867,-68.804722,20.5328,0.387,0.3838,0.1578,-0.3859,0.0466
cf4aef24-6cc9-45d5-a7fa-c2519883759b,50,70,-14.175867,-68.800222,19.3103,0.3536,0.3838,0.1578,-0.3859,0.0238
a1722efc-f9ba-4436-81c9-7dea1f9472f1,50,71,-14.175867,-68.795722,20.0018,0.3713,0.3838,0.1578,-0.3859,0.0337
961da5b5-4514-4f53-8cf1-9b4e6e2ed295,50,72,-14.175867,-68.791222,15.8192,0.3253,0.3838,0.1578,-0.3859,0.0596
5f594f45-856f-44dc-9191-3e5b3b14a809,50,73,-14.175867,-68.786722,2.1343,0.3459,0.3838,0.1578,-0.3859,0.0855
2d771e83-af52-4dfc-a8bd-01bc12953a3e,50,74,-14.175867,-68.782222,29.708,0.3716,0.3838,0.1578,-0.3859,0.0183
db62ff92-96b1-4c64-b1b0-00164cd4eef2,50,75,-14.175867,-68.777722,2.1343,0.3822,0.3838,0.1578,-0.3859,0.0336
61769830-9ae7-4ca4-a237-e533bdb4ea99,50,76,-14.175867,-68.773222,26.9675,0.3507,0.3838,0.1578,-0.3859,0.0144
b934c91d-eaae-4c8d-9e82-91f7c1705c00,50,77,-14.175867,-68.768722,26.9177,0.335,0.3838,0.1578,-0.3859,0.0097
be9dd54a-196b-4c8d-b088-d07279b848f0,50,78,-14.175867,-68.764222,18.6482,0.3614,0.3838,0.1578,-0.3859,0.0082
f2769791-1cb6-4080-863e-03774dc7728c,50,79,-14.175867,-68.759722,14.1555,0.351,0.3838,0.1578,-0.3859,0.0135
822086b3-ed3a-4be7-878e-c2367be36377,50,80,-14.175867,-68.755222,14.7631,0.3498,0.3838,0.1578,-0.3859,0.0109
27196e4f-1181-4e74-bf33-56351076f109,50,81,-14.175867,-68.750722,15.9999,0.3365,0.3838,0.1578,-0.3859,0.0077
f37e301c-1d5f-48d3-846c-0c427fa9aee1,50,82,-14.175867,-68.746222,29.8859,0.3427,0.377,0.1765,-0.3765,0.0098
187d8b6d-3c94-4ee3-a8f1-62a0a280a597,50,83,-14.175867,-68.741722,27.1774,0.3271,0.377,0.1765,-0.3765,0.0251
b988d0a8-f8c8-436a-89d1-a28e7f4ef79c,50,84,-14.175867,-68.737222,21.2426,0.3195,0.377,0.1765,-0.3765,0.0344
fbe8fa81-d0a6-4bdb-bb22-0c1287ed4cd5,50,85,-14.175867,-68.732722,11.3481,0.3396,0.377,0.1765,-0.3765,0.0219
7fdcab89-6345-4597-9e8b-7e430e2a53d7,50,86,-14.175867,-68.728222,25.4861,0.3935,0.377,0.1765,-0.3765,0.009
6d06dd1b-4e6e-4f22-9ede-8898e7f31a27,50,87,-14.175867,-68.723722,26.3601,0.3564,0.377,0.1765,-0.3765,0.0184
477eafc1-9eb6-4609-9c0f-f99a1e6b3139,50,88,-14.175867,-68.719222,20.2507,0.3818,0.377,0.1765,-0.3765,0.0284
325f9dca-bd5e-43db-a8f4-85456336e3c0,50,89,-14.175867,-68.714722,17.7753,0.386,0.377,0.1765,-0.3765,0.0364
